Date,"1 Mo","3 Mo","6 Mo","1 Yr","2 Yr","3 Yr","5 Yr","7 Yr","10 Yr","20 Yr","30 Yr"
12/29/2006,4.75,5.02,5.09,5.00,4.82,4.74,4.70,4.70,4.71,4.91,4.81
12/28/2006,4.74,5.00,5.10,5.01,4.82,4.72,4.69,4.69,4.70,4.90,4.81
12/27/2006,4.75,4.97,5.10,4.99,4.77,4.69,4.64,4.64,4.66,4.87,4.78
12/26/2006,4.81,4.99,5.11,4.97,4.71,4.63,4.58,4.59,4.61,4.82,4.73
12/22/2006,4.82,4.99,5.08,4.96,4.71,4.64,4.59,4.60,4.63,4.85,4.76
12/21/2006,4.84,4.97,5.06,4.93,4.66,4.57,4.52,4.52,4.55,4.78,4.70
12/20/2006,4.87,4.96,5.08,4.96,4.71,4.62,4.57,4.57,4.60,4.82,4.73
12/19/2006,4.84,4.96,5.08,4.96,4.71,4.62,4.57,4.57,4.60,4.82,4.73
12/18/2006,4.80,4.96,5.09,4.97,4.71,4.62,4.57,4.57,4.60,4.81,4.72
12/15/2006,4.78,4.91,5.07,4.96,4.73,4.62,4.57,4.57,4.60,4.81,4.72
12/14/2006,4.87,4.96,5.08,4.97,4.73,4.63,4.58,4.58,4.60,4.81,4.72
12/13/2006,4.86,4.94,5.07,4.95,4.70,4.60,4.54,4.55,4.58,4.78,4.69
12/12/2006,4.87,4.93,5.06,4.91,4.61,4.49,4.45,4.45,4.49,4.70,4.60
12/11/2006,4.85,4.93,5.07,4.94,4.67,4.55,4.50,4.50,4.52,4.73,4.63
12/08/2006,4.89,4.97,5.08,4.95,4.68,4.57,4.53,4.54,4.56,4.76,4.66
12/07/2006,4.92,4.98,5.05,4.90,4.58,4.48,4.45,4.45,4.49,4.70,4.60
12/06/2006,4.91,4.99,5.05,4.90,4.59,4.48,4.44,4.44,4.48,4.69,4.60
12/05/2006,4.88,4.99,5.03,4.86,4.52,4.43,4.39,4.40,4.45,4.67,4.57
12/04/2006,5.13,5.01,5.04,4.87,4.52,4.43,4.39,4.39,4.43,4.65,4.55
12/01/2006,5.21,5.03,5.05,4.87,4.52,4.43,4.39,4.39,4.43,4.64,4.54
11/30/2006,5.22,5.03,5.10,4.94,4.62,4.52,4.45,4.45,4.46,4.66,4.56
11/29/2006,5.26,5.04,5.13,4.98,4.69,4.58,4.51,4.51,4.52,4.72,4.61
11/28/2006,5.27,5.04,5.13,4.98,4.67,4.57,4.50,4.50,4.51,4.70,4.59
11/27/2006,5.22,5.05,5.14,5.00,4.71,4.60,4.54,4.54,4.54,4.73,4.62
11/24/2006,5.21,5.04,5.13,5.00,4.73,4.62,4.55,4.55,4.55,4.74,4.63
11/22/2006,5.25,5.05,5.15,5.01,4.74,4.63,4.57,4.57,4.57,4.76,4.65
11/21/2006,5.26,5.07,5.15,5.02,4.75,4.65,4.58,4.58,4.58,4.76,4.66
11/20/2006,5.19,5.08,5.15,5.02,4.76,4.66,4.60,4.59,4.60,4.78,4.68
11/17/2006,5.19,5.09,5.14,5.02,4.76,4.67,4.60,4.60,4.61,4.79,4.69
11/16/2006,5.22,5.09,5.17,5.06,4.85,4.75,4.67,4.66,4.66,4.84,4.74
11/15/2006,5.24,5.09,5.16,5.04,4.80,4.69,4.62,4.62,4.61,4.80,4.69
11/14/2006,5.24,5.09,5.15,5.01,4.74,4.63,4.57,4.57,4.57,4.76,4.66
11/13/2006,5.17,5.09,5.16,5.03,4.76,4.66,4.60,4.60,4.61,4.80,4.71
11/10/2006,5.20,5.10,5.16,5.01,4.73,4.63,4.57,4.57,4.59,4.78,4.69
11/09/2006,5.19,5.09,5.16,5.02,4.75,4.66,4.60,4.60,4.62,4.82,4.73
11/08/2006,5.20,5.10,5.16,5.02,4.75,4.65,4.61,4.61,4.64,4.82,4.73
11/07/2006,5.20,5.08,5.16,5.03,4.77,4.69,4.63,4.63,4.66,4.85,4.76
11/06/2006,5.17,5.09,5.18,5.06,4.82,4.74,4.69,4.69,4.71,4.89,4.79
11/03/2006,5.18,5.09,5.18,5.06,4.82,4.74,4.70,4.70,4.72,4.90,4.81
11/02/2006,5.18,5.07,5.13,4.97,4.67,4.60,4.55,4.56,4.60,4.80,4.72
11/01/2006,5.19,5.07,5.10,4.95,4.66,4.56,4.52,4.52,4.57,4.77,4.68
10/31/2006,5.18,5.08,5.13,4.99,4.71,4.62,4.57,4.57,4.61,4.81,4.72
10/30/2006,5.15,5.10,5.16,5.03,4.78,4.68,4.64,4.64,4.68,4.88,4.78
10/27/2006,5.14,5.11,5.15,5.02,4.76,4.68,4.64,4.64,4.68,4.88,4.80
10/26/2006,5.16,5.12,5.18,5.06,4.81,4.74,4.69,4.70,4.73,4.93,4.84
10/25/2006,5.14,5.12,5.18,5.08,4.88,4.79,4.75,4.75,4.78,4.98,4.89
10/24/2006,5.15,5.13,5.19,5.10,4.91,4.84,4.81,4.81,4.83,5.03,4.95
10/23/2006,5.05,5.12,5.18,5.09,4.90,4.84,4.80,4.80,4.83,5.03,4.95
10/20/2006,5.00,5.09,5.14,5.05,4.87,4.80,4.76,4.76,4.79,4.99,4.91
10/19/2006,5.02,5.10,5.16,5.05,4.85,4.79,4.75,4.75,4.79,4.99,4.91
