Date,"1 Mo","3 Mo","6 Mo","1 Yr","2 Yr","3 Yr","5 Yr","7 Yr","10 Yr","20 Yr","30 Yr"
12/30/2011,0.01,0.02,0.06,0.12,0.25,0.36,0.83,1.35,1.89,2.57,2.89
12/29/2011,0.00,0.02,0.07,0.12,0.28,0.41,0.88,1.38,1.91,2.58,2.90
12/28/2011,0.00,0.01,0.05,0.12,0.28,0.42,0.91,1.41,1.93,2.59,2.91
12/27/2011,0.01,0.02,0.06,0.12,0.30,0.45,0.96,1.49,2.02,2.72,3.04
12/23/2011,0.00,0.01,0.04,0.12,0.28,0.45,0.97,1.49,2.03,2.73,3.05
12/22/2011,0.00,0.01,0.03,0.12,0.28,0.41,0.91,1.43,1.97,2.67,2.99
12/21/2011,0.00,0.01,0.04,0.13,0.28,0.40,0.91,1.44,1.98,2.67,3.00
12/20/2011,0.00,0.01,0.04,0.12,0.26,0.39,0.88,1.39,1.94,2.61,2.93
12/19/2011,0.00,0.01,0.04,0.11,0.24,0.36,0.82,1.30,1.82,2.48,2.79
12/16/2011,0.00,0.00,0.04,0.11,0.24,0.35,0.81,1.32,1.86,2.54,2.86
12/15/2011,0.00,0.00,0.05,0.12,0.26,0.37,0.86,1.38,1.92,2.60,2.92
12/14/2011,0.00,0.01,0.05,0.12,0.25,0.36,0.86,1.38,1.92,2.59,2.91
12/13/2011,0.00,0.01,0.06,0.11,0.24,0.35,0.85,1.40,1.96,2.66,2.98
12/12/2011,0.00,0.01,0.05,0.10,0.24,0.36,0.87,1.45,2.03,2.75,3.06
12/09/2011,0.00,0.01,0.05,0.11,0.22,0.37,0.89,1.48,2.07,2.79,3.10
12/08/2011,0.00,0.01,0.04,0.10,0.22,0.35,0.86,1.41,1.99,2.70,3.00
12/07/2011,0.00,0.02,0.05,0.11,0.24,0.36,0.89,1.46,2.02,2.74,3.04
12/06/2011,0.00,0.01,0.04,0.11,0.25,0.41,0.94,1.52,2.08,2.74,3.09
12/05/2011,0.01,0.01,0.05,0.11,0.27,0.40,0.93,1.49,2.04,2.73,3.02
12/02/2011,0.02,0.02,0.06,0.12,0.25,0.39,0.92,1.49,2.05,2.74,3.03
12/01/2011,0.02,0.01,0.05,0.12,0.27,0.41,0.97,1.55,2.11,2.82,3.12
11/30/2011,0.02,0.01,0.06,0.12,0.25,0.41,0.96,1.53,2.08,2.77,3.06
11/29/2011,0.02,0.02,0.05,0.14,0.27,0.40,0.93,1.48,2.00,2.66,2.96
11/28/2011,0.02,0.03,0.07,0.13,0.26,0.39,0.91,1.44,1.97,2.63,2.93
11/25/2011,0.02,0.02,0.07,0.13,0.28,0.41,0.93,1.45,1.97,2.62,2.92
11/23/2011,0.02,0.02,0.06,0.12,0.26,0.40,0.88,1.38,1.89,2.53,2.82
11/22/2011,0.02,0.02,0.06,0.11,0.26,0.40,0.91,1.42,1.94,2.60,2.91
11/21/2011,0.02,0.02,0.05,0.11,0.27,0.41,0.92,1.45,1.97,2.65,2.96
11/18/2011,0.02,0.01,0.04,0.12,0.29,0.43,0.94,1.48,2.01,2.69,2.99
11/17/2011,0.01,0.02,0.04,0.10,0.27,0.40,0.88,1.41,1.96,2.66,2.98
11/16/2011,0.01,0.01,0.04,0.11,0.26,0.40,0.90,1.44,2.01,2.73,3.05
11/15/2011,0.01,0.01,0.05,0.11,0.26,0.40,0.93,1.48,2.06,2.79,3.10
11/14/2011,0.01,0.01,0.04,0.09,0.24,0.39,0.91,1.46,2.04,2.77,3.09
11/10/2011,0.01,0.01,0.03,0.10,0.24,0.38,0.90,1.45,2.04,2.80,3.12
11/09/2011,0.01,0.01,0.04,0.10,0.24,0.37,0.88,1.41,2.00,2.73,3.03
11/08/2011,0.01,0.01,0.03,0.10,0.25,0.39,0.92,1.50,2.10,2.84,3.13
11/07/2011,0.01,0.01,0.04,0.09,0.25,0.38,0.88,1.44,2.04,2.77,3.05
11/04/2011,0.01,0.01,0.03,0.11,0.22,0.37,0.88,1.45,2.06,2.81,3.09
11/03/2011,0.01,0.01,0.04,0.11,0.24,0.39,0.91,1.48,2.09,2.83,3.10
11/02/2011,0.01,0.01,0.04,0.11,0.23,0.37,0.89,1.44,2.03,2.75,3.03
11/01/2011,0.01,0.01,0.05,0.13,0.23,0.38,0.90,1.45,2.01,2.73,2.99
10/31/2011,0.02,0.01,0.06,0.12,0.25,0.41,0.99,1.58,2.17,2.89,3.16
10/28/2011,0.02,0.01,0.06,0.13,0.28,0.50,1.13,1.74,2.34,3.09,3.36
10/27/2011,0.02,0.02,0.07,0.14,0.31,0.53,1.20,1.83,2.42,3.18,3.45
10/26/2011,0.01,0.02,0.06,0.13,0.28,0.48,1.09,1.68,2.23,2.95,3.22
10/25/2011,0.01,0.01,0.06,0.11,0.26,0.43,1.01,1.60,2.14,2.86,3.13
10/24/2011,0.01,0.02,0.06,0.11,0.30,0.47,1.10,1.70,2.25,3.00,3.27
10/21/2011,0.01,0.02,0.05,0.12,0.30,0.46,1.08,1.66,2.23,2.98,3.26
10/20/2011,0.02,0.03,0.06,0.12,0.28,0.46,1.07,1.64,2.20,2.92,3.19
10/19/2011,0.01,0.03,0.06,0.11,0.28,0.46,1.05,1.62,2.18,2.90,3.17
10/18/2011,0.02,0.04,0.07,0.12,0.28,0.47,1.07,1.64,2.19,2.91,3.17
10/17/2011,0.02,0.04,0.06,0.12,0.28,0.48,1.08,1.65,2.18,2.88,3.13
10/14/2011,0.02,0.02,0.06,0.11,0.28,0.50,1.12,1.71,2.26,2.97,3.22
10/13/2011,0.02,0.02,0.05,0.11,0.29,0.51,1.11,1.67,2.19,2.90,3.15
10/12/2011,0.01,0.02,0.06,0.09,0.29,0.54,1.17,1.72,2.24,2.94,3.19
10/11/2011,0.01,0.02,0.05,0.12,0.32,0.54,1.14,1.68,2.18,2.87,3.11
10/07/2011,0.01,0.01,0.04,0.11,0.30,0.50,1.08,1.61,2.10,2.78,3.02
10/06/2011,0.01,0.01,0.03,0.09,0.29,0.46,1.01,1.52,2.01,2.71,2.96
10/05/2011,0.00,0.00,0.03,0.10,0.25,0.43,0.96,1.45,1.92,2.62,2.87
10/04/2011,0.01,0.01,0.04,0.11,0.25,0.40,0.90,1.35,1.81,2.53,2.77
10/03/2011,0.01,0.02,0.06,0.12,0.24,0.39,0.87,1.33,1.80,2.51,2.76
09/30/2011,0.02,0.02,0.06,0.13,0.25,0.42,0.96,1.43,1.92,2.66,2.90
09/29/2011,0.00,0.02,0.05,0.11,0.27,0.43,0.98,1.48,1.99,2.76,3.03
09/28/2011,0.00,0.02,0.04,0.12,0.27,0.42,0.99,1.50,2.03,2.82,3.10
09/27/2011,0.00,0.01,0.04,0.10,0.25,0.42,0.97,1.49,2.00,2.79,3.08
09/26/2011,0.00,0.02,0.03,0.10,0.25,0.39,0.92,1.41,1.91,2.69,2.99
09/23/2011,0.00,0.01,0.02,0.10,0.23,0.37,0.89,1.35,1.84,2.59,2.89
09/22/2011,0.00,0.00,0.03,0.10,0.20,0.34,0.79,1.24,1.72,2.48,2.78
09/21/2011,0.01,0.01,0.04,0.11,0.21,0.37,0.88,1.36,1.88,2.69,3.03
09/20/2011,0.00,0.01,0.03,0.09,0.18,0.30,0.85,1.39,1.95,2.82,3.20
09/19/2011,0.00,0.01,0.04,0.08,0.16,0.29,0.85,1.40,1.97,2.84,3.22
09/16/2011,0.01,0.01,0.02,0.09,0.18,0.33,0.94,1.50,2.08,2.96,3.34
09/15/2011,0.00,0.01,0.03,0.10,0.21,0.35,0.95,1.51,2.09,2.97,3.36
09/14/2011,0.00,0.01,0.03,0.09,0.19,0.35,0.91,1.45,2.03,2.92,3.32
09/13/2011,0.00,0.01,0.05,0.10,0.21,0.35,0.89,1.42,2.00,2.92,3.32
09/12/2011,0.01,0.01,0.05,0.11,0.21,0.35,0.87,1.38,1.94,2.84,3.24
09/09/2011,0.00,0.01,0.05,0.11,0.17,0.31,0.81,1.34,1.93,2.86,3.26
09/08/2011,0.01,0.02,0.07,0.12,0.19,0.33,0.88,1.41,2.00,2.92,3.32
09/07/2011,0.00,0.02,0.06,0.11,0.21,0.34,0.92,1.45,2.05,2.96,3.36
09/06/2011,0.02,0.02,0.07,0.13,0.21,0.33,0.88,1.40,1.98,2.86,3.26
09/02/2011,0.02,0.02,0.05,0.10,0.20,0.33,0.88,1.41,2.02,2.92,3.32
09/01/2011,0.02,0.02,0.05,0.10,0.19,0.31,0.90,1.49,2.15,3.10,3.51
08/31/2011,0.01,0.02,0.05,0.10,0.20,0.33,0.96,1.56,2.23,3.19,3.60
08/30/2011,0.01,0.01,0.05,0.09,0.20,0.33,0.94,1.52,2.19,3.12,3.53
08/29/2011,0.00,0.02,0.05,0.09,0.20,0.35,0.99,1.60,2.28,3.22,3.63
08/26/2011,0.00,0.01,0.02,0.09,0.20,0.33,0.94,1.52,2.19,3.13,3.54
08/25/2011,0.01,0.01,0.03,0.10,0.22,0.37,0.98,1.57,2.23,3.17,3.60
08/24/2011,0.02,0.02,0.04,0.11,0.23,0.41,1.05,1.62,2.29,3.23,3.63
08/23/2011,0.01,0.01,0.04,0.10,0.22,0.38,0.95,1.50,2.15,3.06,3.47
08/22/2011,0.01,0.01,0.04,0.09,0.22,0.37,0.94,1.47,2.10,3.00,3.42
08/19/2011,0.00,0.02,0.04,0.10,0.20,0.34,0.90,1.43,2.07,2.97,3.39
08/18/2011,0.01,0.01,0.05,0.10,0.20,0.33,0.90,1.43,2.08,3.02,3.45
08/17/2011,0.01,0.01,0.06,0.12,0.19,0.33,0.92,1.48,2.17,3.14,3.57
08/16/2011,0.02,0.03,0.07,0.12,0.20,0.33,0.95,1.54,2.23,3.23,3.67
08/15/2011,0.00,0.02,0.08,0.12,0.19,0.34,0.99,1.60,2.29,3.29,3.75
08/12/2011,0.01,0.02,0.07,0.11,0.20,0.32,0.96,1.56,2.24,3.24,3.72
08/11/2011,0.01,0.03,0.08,0.10,0.19,0.34,1.02,1.65,2.34,3.34,3.82
08/10/2011,0.02,0.02,0.06,0.09,0.19,0.33,0.93,1.52,2.17,3.08,3.54
08/09/2011,0.02,0.03,0.06,0.11,0.19,0.33,0.91,1.53,2.20,3.17,3.56
08/08/2011,0.02,0.05,0.07,0.12,0.27,0.45,1.11,1.75,2.40,3.31,3.68
08/05/2011,0.01,0.01,0.05,0.11,0.28,0.49,1.23,1.91,2.58,3.49,3.82
08/04/2011,0.01,0.02,0.05,0.12,0.27,0.44,1.12,1.78,2.47,3.37,3.70
08/03/2011,0.01,0.02,0.08,0.16,0.33,0.52,1.25,1.94,2.64,3.55,3.89
08/02/2011,0.05,0.06,0.13,0.17,0.33,0.50,1.23,1.94,2.66,3.59,3.93
08/01/2011,0.13,0.10,0.16,0.22,0.38,0.55,1.32,2.05,2.77,3.72,4.07
07/29/2011,0.16,0.10,0.16,0.20,0.36,0.55,1.35,2.09,2.82,3.77,4.12
07/28/2011,0.10,0.07,0.13,0.21,0.42,0.68,1.52,2.26,2.98,3.93,4.26
07/27/2011,0.08,0.08,0.12,0.21,0.44,0.71,1.56,2.28,3.01,3.95,4.29
07/26/2011,0.07,0.07,0.11,0.21,0.41,0.66,1.51,2.25,2.99,3.94,4.28
07/25/2011,0.05,0.05,0.10,0.20,0.42,0.69,1.55,2.29,3.03,3.98,4.31
07/22/2011,0.05,0.05,0.09,0.20,0.40,0.66,1.53,2.26,2.99,3.93,4.26
07/21/2011,0.04,0.05,0.09,0.20,0.40,0.69,1.56,2.30,3.03,3.98,4.31
07/20/2011,0.01,0.02,0.08,0.19,0.40,0.64,1.49,2.22,2.96,3.92,4.25
07/19/2011,0.02,0.03,0.07,0.17,0.39,0.63,1.45,2.17,2.91,3.86,4.19
07/18/2011,0.01,0.02,0.06,0.15,0.37,0.62,1.45,2.18,2.94,3.95,4.29
07/15/2011,0.02,0.02,0.05,0.15,0.37,0.62,1.46,2.19,2.94,3.92,4.26
07/14/2011,0.01,0.01,0.05,0.15,0.38,0.66,1.51,2.24,2.98,3.92,4.25
07/13/2011,0.01,0.01,0.05,0.16,0.37,0.62,1.45,2.18,2.92,3.85,4.17
07/12/2011,0.01,0.03,0.07,0.18,0.37,0.63,1.47,2.20,2.92,3.86,4.19
07/11/2011,0.02,0.03,0.07,0.17,0.37,0.64,1.49,2.22,2.94,3.88,4.20
07/08/2011,0.03,0.03,0.07,0.17,0.40,0.70,1.57,2.32,3.03,3.97,4.27
07/07/2011,0.03,0.03,0.07,0.20,0.49,0.83,1.74,2.48,3.17,4.08,4.37
07/06/2011,0.01,0.01,0.06,0.19,0.43,0.75,1.66,2.41,3.12,4.05,4.35
07/05/2011,0.01,0.02,0.08,0.19,0.44,0.77,1.70,2.46,3.16,4.09,4.39
07/01/2011,0.01,0.02,0.10,0.20,0.50,0.85,1.80,2.54,3.22,4.12,4.40
06/30/2011,0.01,0.03,0.10,0.19,0.45,0.81,1.76,2.50,3.18,4.09,4.38
06/29/2011,0.01,0.02,0.11,0.19,0.47,0.79,1.70,2.44,3.14,4.08,4.39
06/28/2011,0.01,0.03,0.11,0.21,0.48,0.75,1.62,2.33,3.05,4.01,4.33
06/27/2011,0.01,0.02,0.10,0.18,0.41,0.64,1.47,2.19,2.95,3.94,4.28
06/24/2011,0.01,0.02,0.07,0.16,0.35,0.57,1.40,2.13,2.88,3.83,4.17
06/23/2011,0.01,0.01,0.07,0.15,0.35,0.62,1.48,2.19,2.93,3.84,4.17
06/22/2011,0.01,0.02,0.09,0.16,0.39,0.68,1.58,2.29,3.01,3.91,4.22
06/21/2011,0.01,0.03,0.10,0.18,0.40,0.69,1.57,2.27,2.99,3.90,4.21
06/20/2011,0.02,0.03,0.10,0.18,0.38,0.68,1.55,2.25,2.97,3.87,4.19
06/17/2011,0.02,0.04,0.10,0.17,0.38,0.68,1.53,2.23,2.94,3.86,4.19
06/16/2011,0.02,0.05,0.11,0.18,0.38,0.68,1.52,2.22,2.93,3.84,4.16
06/15/2011,0.02,0.05,0.11,0.19,0.38,0.68,1.55,2.26,2.98,3.89,4.19
06/14/2011,0.03,0.05,0.11,0.19,0.45,0.79,1.70,2.41,3.11,4.00,4.30
06/13/2011,0.02,0.05,0.11,0.18,0.40,0.72,1.59,2.30,3.00,3.89,4.20
06/10/2011,0.02,0.05,0.10,0.19,0.41,0.71,1.58,2.28,2.99,3.87,4.18
06/09/2011,0.02,0.05,0.10,0.19,0.43,0.73,1.60,2.30,3.01,3.91,4.22
06/08/2011,0.01,0.04,0.11,0.18,0.39,0.68,1.52,2.24,2.98,3.88,4.20
06/07/2011,0.01,0.05,0.11,0.18,0.39,0.74,1.59,2.29,3.01,3.94,4.27
06/06/2011,0.03,0.05,0.10,0.18,0.43,0.74,1.60,2.29,3.01,3.92,4.25
06/03/2011,0.04,0.04,0.10,0.18,0.42,0.75,1.60,2.28,2.99,3.90,4.22
06/02/2011,0.04,0.04,0.11,0.19,0.45,0.78,1.65,2.34,3.04,3.92,4.25
06/01/2011,0.04,0.05,0.11,0.18,0.44,0.74,1.60,2.28,2.96,3.83,4.15
05/31/2011,0.04,0.06,0.12,0.18,0.45,0.79,1.68,2.37,3.05,3.91,4.22
05/27/2011,0.04,0.05,0.11,0.18,0.48,0.81,1.71,2.39,3.07,3.94,4.24
05/26/2011,0.04,0.05,0.10,0.18,0.48,0.83,1.72,2.40,3.07,3.93,4.23
05/25/2011,0.04,0.06,0.10,0.18,0.54,0.90,1.81,2.47,3.13,3.99,4.28
05/24/2011,0.04,0.06,0.11,0.20,0.56,0.91,1.81,2.47,3.12,3.96,4.26
05/23/2011,0.03,0.06,0.10,0.20,0.55,0.91,1.80,2.47,3.13,3.97,4.27
05/20/2011,0.03,0.05,0.10,0.18,0.55,0.92,1.82,2.50,3.15,4.00,4.30
05/19/2011,0.02,0.05,0.10,0.19,0.55,0.94,1.85,2.53,3.17,4.01,4.30
05/18/2011,0.03,0.05,0.08,0.19,0.58,0.97,1.87,2.53,3.18,4.00,4.29
05/17/2011,0.03,0.04,0.07,0.19,0.55,0.91,1.80,2.47,3.12,3.94,4.23
05/16/2011,0.02,0.04,0.07,0.18,0.54,0.93,1.83,2.50,3.15,3.99,4.28
05/13/2011,0.01,0.03,0.08,0.19,0.57,0.96,1.86,2.53,3.18,4.03,4.32
05/12/2011,0.01,0.02,0.07,0.18,0.57,0.98,1.89,2.56,3.22,4.07,4.37
05/11/2011,0.01,0.03,0.07,0.18,0.56,0.96,1.87,2.53,3.19,4.04,4.31
05/10/2011,0.02,0.03,0.07,0.19,0.59,1.03,1.91,2.57,3.23,4.07,4.34
05/09/2011,0.01,0.03,0.07,0.17,0.57,0.94,1.84,2.51,3.17,4.03,4.30
05/06/2011,0.02,0.02,0.07,0.18,0.57,0.96,1.87,2.54,3.19,4.03,4.29
05/05/2011,0.01,0.02,0.07,0.20,0.58,0.97,1.88,2.54,3.18,4.00,4.26
05/04/2011,0.02,0.03,0.07,0.19,0.60,1.00,1.95,2.61,3.25,4.08,4.33
05/03/2011,0.02,0.03,0.09,0.20,0.61,1.01,1.96,2.64,3.28,4.11,4.36
05/02/2011,0.02,0.05,0.10,0.22,0.61,1.01,1.96,2.66,3.31,4.14,4.38
